TRAIN_SERVICE_CODE,ORIGIN_DEPARTURE_DATE,PLANNED_ORIGIN_LOCATION_NAME,PLANNED_DEST_LOCATION_NAME,DELAY_START_STATION,DELAY_END_STATION,PFPI_MINUTES,IS_CANCELLED,INCIDENT_REASON,INCIDENT_DESCRIPTION,IS_WEATHER_RELATED,EVENT_TYPE
22180012,2024-04-01,ABERDEEN,PENZANCE,PAR,TRURO,3,false,J3,PAR ZFG ZFD AC FLR,0,M
22180012,2024-04-01,EDINBURGH,PENZANCE,CAMBORNE,ST ERTH,4,false,XA,MTP TRESPASS,0,M
25397003,2024-04-01,LONDON PADDINGTON,PENZANCE,ST ERTH,PENZANCE,3,false,IC,BLBGJN VY SOWC TC FLR,0,M
25397003,2024-04-01,LONDON PADDINGTON,PENZANCE,PAR,TRURO,3,false,J3,PAR ZFG ZFD AC FLR,0,M
25397003,2024-04-01,LONDON PADDINGTON,PENZANCE,TRURO,TRURO,3,false,J3,PAR ZFG ZFD AC FLR,0,M
25474001,2024-04-01,PLYMOUTH,PENZANCE,PAR,TRURO,3,false,OC,2C23 SIGNALLER PAR TRU,0,M
25474001,2024-04-01,PLYMOUTH,PENZANCE,ST ERTH,PENZANCE,4,false,OC,2C23 SIGNALLER PAR TRU,0,M
25474001,2024-04-01,PLYMOUTH,PENZANCE,PAR,PAR,3,false,XA,MTP TRESPASS,0,M
25396002,2024-04-01,PENZANCE,LONDON PADDINGTON,PENZANCE,PENZANCE,33,false,M8,1A50 TRAIN FAULT PNZ,0,M
25397003,2024-04-01,PENZANCE,LONDON PADDINGTON,PENZANCE,PENZANCE,3,false,TG,1A73 REAR LOCKED OOU PNZ,0,M
25397003,2024-04-01,PENZANCE,LONDON PADDINGTON,PENZANCE,ST ERTH,5,false,TG,1A96 DRIVER PNZ,0,M
25397003,2024-04-01,PENZANCE,LONDON PADDINGTON,SALTASH,PLYMOUTH,6,false,TG,1A96 DRIVER PNZ,0,M
25479001,2024-04-01,ST ERTH,ST IVES,ST ERTH,ST ERTH,1,false,ZY,TERMINAL DELAYS 01/04,0,A
25479001,2024-04-01,ST ERTH,ST IVES,ST ERTH,ST ERTH,18,false,J3,NBY SCOTEJN LYK AC FLR,0,M
25474001,2024-04-01,ST IVES,PENZANCE,ST ERTH,ST ERTH,3,false,IC,BLBGJN VY SOWC TC FLR,0,M
25479001,2024-04-01,ST IVES,PENZANCE,ST IVES,ST IVES,7,false,J3,NBY SCOTEJN LYK AC FLR,0,M
25478001,2024-04-01,TRURO,FALMOUTH DOCKS,TRURO,TRURO,57,true,TG,2U10 DRIVER PNZ,0,C
25478001,2024-04-01,TRURO,FALMOUTH DOCKS,TRURO,FALMOUTH DOCKS,3,false,ZU,2F75 3 LOST TRU FAL,0,M
25478001,2024-04-01,TRURO,FALMOUTH DOCKS,TRURO,FALMOUTH DOCKS,3,false,IC,BLBGJN VY SOWC TC FLR,0,M
25478001,2024-04-01,TRURO,FALMOUTH DOCKS,TRURO,TRURO,8,false,XA,MTP TRESPASS,0,M
25478001,2024-04-01,TRURO,FALMOUTH DOCKS,TRURO,TRURO,3,false,XA,MTP TRESPASS,0,M
25477001,2024-04-01,NEWQUAY,PAR,NEWQUAY,ST BLAZEY SIGNAL BOX,3,false,IB,GNBARWJ PAR PTS FLR,0,M
25477001,2024-04-01,PAR,NEWQUAY,PAR,PAR,11,false,IC,BLBGJN VY SOWC TC FLR,0,M
25477001,2024-04-01,NEWQUAY,PAR,NEWQUAY,NEWQUAY,8,false,IC,BLBGJN VY SOWC TC FLR,0,M
25477001,2024-04-01,PAR,NEWQUAY,PAR,PAR,57,true,J3,PAR ZFG ZFD AC FLR,0,C
25477001,2024-04-01,NEWQUAY,PAR,NEWQUAY,NEWQUAY,57,true,J3,PAR ZFG ZFD AC FLR,0,C
25477001,2024-04-01,PAR,NEWQUAY,PAR,PAR,57,true,J3,PAR ZFG ZFD AC FLR,0,C
25477001,2024-04-01,NEWQUAY,PAR,NEWQUAY,NEWQUAY,57,true,J3,PAR ZFG ZFD AC FLR,0,C
25477001,2024-04-01,PAR,NEWQUAY,PAR,PAR,57,true,J3,PAR ZFG ZFD AC FLR,0,C
25477001,2024-04-01,NEWQUAY,PAR,NEWQUAY,NEWQUAY,57,true,J3,PAR ZFG ZFD AC FLR,0,C
25474001,2024-04-01,PENZANCE,PLYMOUTH,SALTASH,PLYMOUTH,3,false,ZU,2P15 3 LOST STS PLY,0,M
25474001,2024-04-01,PENZANCE,PLYMOUTH,PENZANCE,PENZANCE,1,false,ZY,TERMINAL DELAYS 01/04,0,A
25478001,2024-04-01,FALMOUTH DOCKS,PAR,FALMOUTH DOCKS,TRURO,3,false,XA,MTP TRESPASS,0,M
25478001,2024-04-01,FALMOUTH DOCKS,TRURO,FALMOUTH DOCKS,FALMOUTH DOCKS,57,true,TG,2U10 DRIVER PNZ,0,C
25478001,2024-04-01,FALMOUTH DOCKS,TRURO,FALMOUTH DOCKS,TRURO,2,false,ZU,2T74 2 LOST FAL TRU,0,M
25478001,2024-04-01,FALMOUTH DOCKS,TRURO,FALMOUTH DOCKS,TRURO,4,false,IC,BLBGJN VY SOWC TC FLR,0,M
25478001,2024-04-01,FALMOUTH DOCKS,TRURO,FALMOUTH DOCKS,TRURO,5,false,XA,MTP TRESPASS,0,M
95998501,2024-04-01,ST BLAZEY L I P,PAR,ST BLAZEY L I P,ST BLAZEY L I P,0,true,FL,3S11 CAPE STBLTMD,0,C
95998501,2024-04-01,PAR,WESTBURY,PAR,PAR,0,true,FL,3S12 CAPE PAR,0,C
25396002,2024-04-01,PENZANCE T.& R.S.M.D.,PENZANCE,PENZANCE T.& R.S.M.D.,PENZANCE,0,false,OU,PAD ECS WESTERN 01/04/2024,0,M
25397003,2024-04-01,PENZANCE T.& R.S.M.D.,PENZANCE,PENZANCE T.& R.S.M.D.,PENZANCE T.& R.S.M.D.,0,false,OU,PAD ECS WESTERN 01/04/2024,0,M
25474001,2024-04-01,PENZANCE,PENZANCE T.& R.S.M.D.,PENZANCE,PENZANCE,0,false,XA,MTP TRESPASS,0,M
25397003,2024-04-01,PENZANCE,PENZANCE T.& R.S.M.D.,PENZANCE,PENZANCE T.& R.S.M.D.,0,false,OU,PAD ECS WESTERN 01/04/2024,0,M
25477001,2024-04-01,PAR,PAR CHAPEL SIDING,PAR,PAR,0,true,OU,PAD ECS WESTERN 01/04/2024,0,C
25397003,2024-04-01,PENZANCE,LAIRA T.& R.S.M.D.,PENZANCE,PENZANCE,0,false,XA,MTP TRESPASS,0,M
22185002,2024-04-01,PENZANCE,PENZANCE T.& R.S.M.D.,PENZANCE,PENZANCE T.& R.S.M.D.,0,false,OU,PAD ECS WESTERN 01/04/2024,0,M
22185002,2024-04-01,PENZANCE,PENZANCE T.& R.S.M.D.,PENZANCE,PENZANCE,0,false,OU,PAD ECS WESTERN 01/04/2024,0,M
59406441,2024-04-01,FOWEY DOCK CARNE POINT,GOONBARROW JUNCTION EWS,FOWEY DOCK CARNE POINT,FOWEY DOCK CARNE POINT,95,true,FL,6G05 CAPE FOWEYDK,0,C
22180012,2024-04-02,ABERDEEN,PENZANCE,LISKEARD,LOSTWITHIEL,3,false,M8,2P27 WIPER FAULT PAR,0,M
25396002,2024-04-02,LONDON PADDINGTON,PENZANCE,PLYMOUTH,SALTASH,2,false,TG,1C50 2 LOST PLY STS,0,M
25397003,2024-04-02,LONDON PADDINGTON,PENZANCE,ST ERTH,PENZANCE,3,false,IC,CWLYBDG LJ TC FLR,0,M
25474001,2024-04-02,CARDIFF CENTRAL,PENZANCE,PAR,TRURO,3,false,X2,TRU FAL FLOODING,1,M
25474001,2024-04-02,CARDIFF CENTRAL,PENZANCE,PAR,TRURO,3,false,IC,CWLYBDG LJ TC FLR,0,M
25473001,2024-04-02,GUNNISLAKE,PLYMOUTH,GUNNISLAKE,GUNNISLAKE,5,false,IC,CWLYBDG LJ TC FLR,0,M
25476001,2024-04-02,LISKEARD,PAR CHAPEL SIDING,LISKEARD,LOSTWITHIEL,0,false,OU,PAD ECS WESTERN 02/04/2024,0,M
25476001,2024-04-02,LISKEARD,PAR CHAPEL SIDING,LISKEARD,LISKEARD,0,false,IC,CWLYBDG LJ TC FLR,0,M
25397003,2024-04-02,PENZANCE,LONDON PADDINGTON,TRURO,PAR,1,false,MD,1A73 ENGINE OUT TRU PAR,0,M
25397003,2024-04-02,PENZANCE,LONDON PADDINGTON,ST GERMANS,SALTASH,1,false,MD,1A73 ENGINE OUT TRU PAR,0,M
25397003,2024-04-02,PENZANCE,LONDON PADDINGTON,LOSTWITHIEL,LISKEARD,3,false,MD,1A73 ENGINE OUT TRU PAR,0,M
25397003,2024-04-02,PENZANCE,LONDON PADDINGTON,TRURO,PAR,1,false,Q1,1A73 ENGINE OUT TRU PAR,0,M
25397003,2024-04-02,PENZANCE,LONDON PADDINGTON,ST GERMANS,SALTASH,1,false,Q1,1A73 ENGINE OUT TRU PAR,0,M
25397003,2024-04-02,PENZANCE,LONDON PADDINGTON,LOSTWITHIEL,LISKEARD,3,false,Q1,1A73 ENGINE OUT TRU PAR,0,M
25397003,2024-04-02,PENZANCE,LONDON PADDINGTON,LOSTWITHIEL,LISKEARD,3,false,OC,1A92 3 LOST LOS LSK,0,M
25478001,2024-04-02,TRURO,FALMOUTH DOCKS,TRURO,FALMOUTH DOCKS,3,false,IF,PYN CL3835 SIG FLR,0,M
25478001,2024-04-02,TRURO,FALMOUTH DOCKS,TRURO,TRURO,4,false,IF,PYN CL3835 SIG FLR,0,M
25478001,2024-04-02,TRURO,FALMOUTH DOCKS,TRURO,TRURO,4,false,IF,PYN CL3835 SIG FLR,0,M
25478001,2024-04-02,TRURO,FALMOUTH DOCKS,TRURO,TRURO,4,false,IF,PYN CL3835 SIG FLR,0,M
25478001,2024-04-02,TRURO,FALMOUTH DOCKS,TRURO,TRURO,4,false,IF,PYN CL3835 SIG FLR,0,M
25478001,2024-04-02,TRURO,FALMOUTH DOCKS,TRURO,TRURO,3,false,IF,PYN CL3835 SIG FLR,0,M
25478001,2024-04-02,TRURO,FALMOUTH DOCKS,TRURO,TRURO,4,false,IF,PYN CL3835 SIG FLR,0,M
25478001,2024-04-02,TRURO,FALMOUTH DOCKS,TRURO,TRURO,4,false,X2,TRU FAL FLOODING,1,M
25478001,2024-04-02,TRURO,FALMOUTH DOCKS,TRURO,TRURO,4,false,X2,TRU FAL FLOODING,1,M
25478001,2024-04-02,TRURO,FALMOUTH DOCKS,TRURO,FALMOUTH DOCKS,5,false,X2,TRU FAL FLOODING,1,M
25478001,2024-04-02,TRURO,FALMOUTH DOCKS,TRURO,TRURO,13,false,X2,TRU FAL FLOODING,1,M
25478001,2024-04-02,TRURO,FALMOUTH DOCKS,TRURO,TRURO,20,false,X2,TRU FAL FLOODING,1,M
25478001,2024-04-02,TRURO,FALMOUTH DOCKS,TRURO,FALMOUTH DOCKS,7,false,X2,TRU FAL FLOODING,1,M
25478001,2024-04-02,TRURO,FALMOUTH DOCKS,TRURO,TRURO,57,true,X2,TRU FAL FLOODING,1,C
25478001,2024-04-02,TRURO,FALMOUTH DOCKS,TRURO,TRURO,16,false,X2,TRU FAL FLOODING,1,M
25478001,2024-04-02,TRURO,FALMOUTH DOCKS,TRURO,FALMOUTH DOCKS,7,false,X2,TRU FAL FLOODING,1,M
25478001,2024-04-02,TRURO,FALMOUTH DOCKS,TRURO,TRURO,26,false,X2,TRU FAL FLOODING,1,M
25478001,2024-04-02,TRURO,FALMOUTH DOCKS,TRURO,TRURO,57,true,X2,TRU FAL FLOODING,1,C
25478001,2024-04-02,TRURO,FALMOUTH DOCKS,TRURO,FALMOUTH DOCKS,4,false,X2,TRU FAL FLOODING,1,M
25478001,2024-04-02,TRURO,FALMOUTH DOCKS,TRURO,FALMOUTH DOCKS,3,false,XA,FRO TRESPASS,0,M
25474001,2024-04-02,PENZANCE,BRISTOL TEMPLE MEADS,PAR,PAR,29,false,VD,2M77 ILL PASS PAR,0,M
25477001,2024-04-02,PAR,NEWQUAY,PAR,PAR,4,false,M8,5N00 FIRE BULB PARRCHS,0,M
25477001,2024-04-02,NEWQUAY,PAR,GOONBARROW JN,ST BLAZEY SIGNAL BOX,3,false,ZU,2N09 3 LOST GNBARWJ STBLAZY,0,M
25477001,2024-04-02,PAR,NEWQUAY,PAR,PAR,10,false,X2,TRU FAL FLOODING,1,M
25477001,2024-04-02,PAR,NEWQUAY,PAR,PAR,3,false,VD,2M77 ILL PASS PAR,0,M
25474001,2024-04-02,PENZANCE,PLYMOUTH,PAR,PAR,7,false,M8,2P27 WIPER FAULT PAR,0,M
25478001,2024-04-02,FALMOUTH DOCKS,PAR,FALMOUTH DOCKS,TRURO,5,false,X2,TRU FAL FLOODING,1,M
25478001,2024-04-02,FALMOUTH DOCKS,TRURO,FALMOUTH DOCKS,TRURO,5,false,IF,PYN CL3835 SIG FLR,0,M
25478001,2024-04-02,FALMOUTH DOCKS,TRURO,FALMOUTH DOCKS,TRURO,3,false,IF,PYN CL3835 SIG FLR,0,M
25478001,2024-04-02,FALMOUTH DOCKS,TRURO,FALMOUTH DOCKS,TRURO,3,false,IF,PYN CL3835 SIG FLR,0,M
25478001,2024-04-02,FALMOUTH DOCKS,TRURO,FALMOUTH DOCKS,TRURO,4,false,IF,PYN CL3835 SIG FLR,0,M
25478001,2024-04-02,FALMOUTH DOCKS,TRURO,FALMOUTH DOCKS,TRURO,3,false,IF,PYN CL3835 SIG FLR,0,M
25478001,2024-04-02,FALMOUTH DOCKS,TRURO,FALMOUTH DOCKS,TRURO,4,false,IF,PYN CL3835 SIG FLR,0,M
25478001,2024-04-02,FALMOUTH DOCKS,TRURO,FALMOUTH DOCKS,TRURO,3,false,IF,PYN CL3835 SIG FLR,0,M
25478001,2024-04-02,FALMOUTH DOCKS,TRURO,FALMOUTH DOCKS,FALMOUTH DOCKS,3,false,IF,PYN CL3835 SIG FLR,0,M
25478001,2024-04-02,FALMOUTH DOCKS,TRURO,FALMOUTH DOCKS,TRURO,4,false,IF,PYN CL3835 SIG FLR,0,M
25478001,2024-04-02,FALMOUTH DOCKS,TRURO,FALMOUTH DOCKS,TRURO,3,false,IF,PYN CL3835 SIG FLR,0,M
25478001,2024-04-02,FALMOUTH DOCKS,TRURO,FALMOUTH DOCKS,TRURO,2,false,X2,TRU FAL FLOODING,1,M
25478001,2024-04-02,FALMOUTH DOCKS,TRURO,FALMOUTH DOCKS,TRURO,13,false,X2,TRU FAL FLOODING,1,M
25478001,2024-04-02,FALMOUTH DOCKS,TRURO,FALMOUTH DOCKS,TRURO,11,false,X2,TRU FAL FLOODING,1,M
25478001,2024-04-02,FALMOUTH DOCKS,TRURO,FALMOUTH DOCKS,FALMOUTH DOCKS,5,false,X2,TRU FAL FLOODING,1,M
25478001,2024-04-02,FALMOUTH DOCKS,TRURO,FALMOUTH DOCKS,TRURO,15,false,X2,TRU FAL FLOODING,1,M
25478001,2024-04-02,FALMOUTH DOCKS,TRURO,FALMOUTH DOCKS,FALMOUTH DOCKS,11,false,X2,TRU FAL FLOODING,1,M
25478001,2024-04-02,FALMOUTH DOCKS,TRURO,FALMOUTH DOCKS,FALMOUTH DOCKS,57,true,X2,TRU FAL FLOODING,1,C
25478001,2024-04-02,FALMOUTH DOCKS,TRURO,FALMOUTH DOCKS,TRURO,27,false,X2,TRU FAL FLOODING,1,M
25478001,2024-04-02,FALMOUTH DOCKS,TRURO,FALMOUTH DOCKS,TRURO,18,false,X2,TRU FAL FLOODING,1,M
25478001,2024-04-02,FALMOUTH DOCKS,TRURO,FALMOUTH DOCKS,FALMOUTH DOCKS,18,false,X2,TRU FAL FLOODING,1,M
25478001,2024-04-02,FALMOUTH DOCKS,TRURO,FALMOUTH DOCKS,TRURO,29,false,X2,TRU FAL FLOODING,1,M
25478001,2024-04-02,FALMOUTH DOCKS,TRURO,FALMOUTH DOCKS,FALMOUTH DOCKS,22,false,X2,TRU FAL FLOODING,1,M
25478001,2024-04-02,FALMOUTH DOCKS,TRURO,FALMOUTH DOCKS,FALMOUTH DOCKS,57,true,X2,TRU FAL FLOODING,1,C
25474001,2024-04-02,PENZANCE,CARDIFF CENTRAL,PAR,LOSTWITHIEL,3,false,ZU,2U20 4 LOST PAR LOS,0,M
95998501,2024-04-02,PAR,WESTBURY,PAR,PAR,0,true,FL,3S12 CAPE PAR,0,C
25397003,2024-04-02,PENZANCE T.& R.S.M.D.,PENZANCE,PENZANCE T.& R.S.M.D.,PENZANCE T.& R.S.M.D.,0,false,OU,PAD ECS WESTERN 02/04/2024,0,M
25474001,2024-04-02,PAR,PENZANCE,CAMBORNE,ST ERTH,0,false,OU,PAD ECS WESTERN 02/04/2024,0,M
25474001,2024-04-02,PAR,PENZANCE,ST ERTH,PENZANCE,0,false,OU,PAD ECS WESTERN 02/04/2024,0,M
25474001,2024-04-02,PAR,PENZANCE,PAR,PAR,0,false,IC,CWLYBDG LJ TC FLR,0,M
25474001,2024-04-02,PAR,PENZANCE,PAR,TRURO,0,false,VG,1C92 POLICE ATTENTION EXD,0,M
25397003,2024-04-02,PENZANCE,PENZANCE T.& R.S.M.D.,PENZANCE,PENZANCE,0,false,OU,PAD ECS WESTERN 02/04/2024,0,M
25397003,2024-04-02,PENZANCE,PENZANCE T.& R.S.M.D.,PENZANCE,PENZANCE,0,false,OU,PAD ECS WESTERN 02/04/2024,0,M
25478001,2024-04-02,PAR CHAPEL SIDING,PAR,PAR CHAPEL SIDING,PAR CHAPEL SIDING,0,false,M8,5N00 FIRE BULB PARRCHS,0,M
25477001,2024-04-02,PAR,PAR CHAPEL SIDING,PAR,PAR,0,true,OU,PAD ECS WESTERN 02/04/2024,0,C
22185002,2024-04-02,PENZANCE T.& R.S.M.D.,PENZANCE,PENZANCE T.& R.S.M.D.,PENZANCE T.& R.S.M.D.,0,false,OU,PAD ECS WESTERN 02/04/2024,0,M
25478001,2024-04-02,TRURO,PENZANCE T.& R.S.M.D.,CAMBORNE,PENZANCE,0,false,OU,PAD ECS WESTERN 02/04/2024,0,M
22180012,2024-04-03,ABERDEEN,PENZANCE,ST GERMANS,LOSTWITHIEL,4,false,XA,BWT SUICIDAL PERSON,0,M
22180012,2024-04-03,ABERDEEN,PENZANCE,PAR,TRURO,3,false,XA,BWT SUICIDAL PERSON,0,M
22180012,2024-04-03,EDINBURGH,PENZANCE,ST GERMANS,LISKEARD,6,false,VH,1C86 PASS COMM SCS,0,M
22180012,2024-04-03,EDINBURGH,PENZANCE,PAR,TRURO,4,false,VH,1C86 PASS COMM SCS,0,M
22180012,2024-04-03,EDINBURGH,PENZANCE,CAMBORNE,ST ERTH,5,false,VH,1C86 PASS COMM SCS,0,M
25397003,2024-04-03,LONDON PADDINGTON,PENZANCE,ST GERMANS,LISKEARD,7,false,IA,SGM LSK LD35 SIG FLR,0,M
25397003,2024-04-03,LONDON PADDINGTON,PENZANCE,PAR,TRURO,3,false,MD,1A84 GU CBN TRU,0,M
25397003,2024-04-03,LONDON PADDINGTON,PENZANCE,ST GERMANS,LISKEARD,3,false,J3,NWP LWERWJN AC FLR,0,M
25397003,2024-04-03,LONDON PADDINGTON,PENZANCE,LISKEARD,LOSTWITHIEL,4,false,XA,LSK LOS TRESPASS,0,M
25397003,2024-04-03,LONDON PADDINGTON,PENZANCE,PAR,TRURO,3,false,ZU,1C86 3 LOST PAR TRU,0,M
25474001,2024-04-03,CARDIFF CENTRAL,PENZANCE,ST GERMANS,LISKEARD,4,false,IA,SGM LSK LD35 SIG FLR,0,M
25474001,2024-04-03,CARDIFF CENTRAL,PENZANCE,PLYMOUTH,SALTASH,7,false,MD,1A84 GU CBN TRU,0,M
25474001,2024-04-03,CARDIFF CENTRAL,PENZANCE,PLYMOUTH,SALTASH,6,false,J3,NWP LWERWJN AC FLR,0,M
25474001,2024-04-03,CARDIFF CENTRAL,PENZANCE,PAR,TRURO,6,false,IC,CNM 'KY' TC FLR,0,M
25474001,2024-04-03,EXETER ST DAVIDS,PENZANCE,SALTASH,SALTASH,0,true,MU,2C04 FUEL LEAK DWW NTA,0,F
25474001,2024-04-03,EXETER ST DAVIDS,PENZANCE,ST GERMANS,ST GERMANS,0,true,MU,2C04 FUEL LEAK DWW NTA,0,F
25474001,2024-04-03,EXETER ST DAVIDS,PENZANCE,LISKEARD,LISKEARD,0,true,MU,2C04 FUEL LEAK DWW NTA,0,F
25474001,2024-04-03,EXETER ST DAVIDS,PENZANCE,BODMIN PARKWAY,BODMIN PARKWAY,0,true,MU,2C04 FUEL LEAK DWW NTA,0,F
25474001,2024-04-03,EXETER ST DAVIDS,PENZANCE,LOSTWITHIEL,LOSTWITHIEL,0,true,MU,2C04 FUEL LEAK DWW NTA,0,F
25474001,2024-04-03,PLYMOUTH,PENZANCE,PAR,TRURO,3,false,TG,2C03 3 LOST PAR TRU,0,M
25474001,2024-04-03,PLYMOUTH,PENZANCE,ST GERMANS,LISKEARD,3,false,IA,SGM LSK LD35 SIG FLR,0,M
25474001,2024-04-03,PLYMOUTH,PENZANCE,ST ERTH,PENZANCE,4,false,IA,SGM LSK LD35 SIG FLR,0,M
25474001,2024-04-03,PLYMOUTH,PENZANCE,ST GERMANS,ST GERMANS,6,false,XA,SGM TRESPASS,0,M
25474001,2024-04-03,PLYMOUTH,PENZANCE,PAR,TRURO,3,false,VH,1C86 PASS COMM SCS,0,M
25474001,2024-04-03,PLYMOUTH,PENZANCE,ST GERMANS,LISKEARD,4,false,IA,SGM LSK LD35 SIG FLR,0,M
25473001,2024-04-03,GUNNISLAKE,PLYMOUTH,GUNNISLAKE,GUNNISLAKE,8,false,RB,2G77 FULL AND STANDING PLY,0,M
25473001,2024-04-03,GUNNISLAKE,PLYMOUTH,GUNNISLAKE,GUNNISLAKE,18,false,M7,2G79 DOOR ISSUE PLY,0,M
25473001,2024-04-03,GUNNISLAKE,PLYMOUTH,GUNNISLAKE,GUNNISLAKE,3,false,VH,1C86 PASS COMM SCS,0,M
25476001,2024-04-03,LISKEARD,LOOE,LISKEARD,LISKEARD,57,true,TG,2L89 DRIVER LSK,0,C
25476001,2024-04-03,LOOE,LISKEARD,LOOE,LOOE,57,true,TG,2L89 DRIVER LSK,0,C
25476001,2024-04-03,LISKEARD,LOOE,LISKEARD,LISKEARD,7,false,VH,1C86 PASS COMM SCS,0,M
25476001,2024-04-03,LOOE,LISKEARD,LOOE,LOOE,7,false,VH,1C86 PASS COMM SCS,0,M
25397003,2024-04-03,LAIRA T.& R.S.M.D.,PENZANCE,TRURO,CAMBORNE,0,false,TG,1C50 2 LOST PLY STS,0,M
25397003,2024-04-03,PENZANCE,LONDON PADDINGTON,SALTASH,PLYMOUTH,2,false,MD,1A84 GU CBN TRU,0,M
25397003,2024-04-03,PENZANCE,LONDON PADDINGTON,LOSTWITHIEL,LISKEARD,2,false,MD,1A84 GU CBN TRU,0,M
25397003,2024-04-03,PENZANCE,LONDON PADDINGTON,PAR,LOSTWITHIEL,2,false,MD,1A84 GU CBN TRU,0,M
25397003,2024-04-03,PENZANCE,LONDON PADDINGTON,CAMBORNE,TRURO,2,false,MD,1A84 GU CBN TRU,0,M
25479001,2024-04-03,ST ERTH,ST IVES,ST ERTH,ST ERTH,3,false,XA,BWT SUICIDAL PERSON,0,M
25478001,2024-04-03,TRURO,FALMOUTH DOCKS,TRURO,TRURO,4,false,TG,1C50 2 LOST PLY STS,0,M
25478001,2024-04-03,TRURO,FALMOUTH DOCKS,TRURO,TRURO,3,false,TG,1C50 2 LOST PLY STS,0,M
25478001,2024-04-03,TRURO,FALMOUTH DOCKS,TRURO,FALMOUTH DOCKS,3,false,IF,PYN CL3835 SIG FLR,0,M
25478001,2024-04-03,TRURO,FALMOUTH DOCKS,TRURO,TRURO,4,false,IF,PYN CL3835 SIG FLR,0,M
25478001,2024-04-03,TRURO,FALMOUTH DOCKS,TRURO,FALMOUTH DOCKS,4,false,IF,PYN CL3835 SIG FLR,0,M
25478001,2024-04-03,TRURO,FALMOUTH DOCKS,TRURO,TRURO,7,false,IF,PYN CL3835 SIG FLR,0,M
25478001,2024-04-03,TRURO,FALMOUTH DOCKS,TRURO,TRURO,3,false,IF,PYN CL3835 SIG FLR,0,M
25474001,2024-04-03,PENZANCE,PLYMOUTH,TRURO,PAR,4,false,VG,2P27 POLICE SAU,0,M
25478001,2024-04-03,FALMOUTH DOCKS,TRURO,FALMOUTH DOCKS,TRURO,5,false,TG,1C50 2 LOST PLY STS,0,M
25478001,2024-04-03,FALMOUTH DOCKS,TRURO,FALMOUTH DOCKS,TRURO,4,false,TG,1C50 2 LOST PLY STS,0,M
25478001,2024-04-03,FALMOUTH DOCKS,TRURO,FALMOUTH DOCKS,TRURO,3,false,IF,PYN CL3835 SIG FLR,0,M
25478001,2024-04-03,FALMOUTH DOCKS,TRURO,FALMOUTH DOCKS,TRURO,4,false,IF,PYN CL3835 SIG FLR,0,M
25478001,2024-04-03,FALMOUTH DOCKS,TRURO,FALMOUTH DOCKS,TRURO,3,false,IF,PYN CL3835 SIG FLR,0,M
25478001,2024-04-03,FALMOUTH DOCKS,TRURO,FALMOUTH DOCKS,TRURO,3,false,IF,PYN CL3835 SIG FLR,0,M
25478001,2024-04-03,FALMOUTH DOCKS,TRURO,FALMOUTH DOCKS,TRURO,3,false,IF,PYN CL3835 SIG FLR,0,M
25478001,2024-04-03,FALMOUTH DOCKS,TRURO,FALMOUTH DOCKS,TRURO,3,false,IF,PYN CL3835 SIG FLR,0,M
25474001,2024-04-03,PENZANCE,CARDIFF CENTRAL,SALTASH,PLYMOUTH,3,false,TG,2C69 DRIVER PLY,0,M
95998501,2024-04-03,PAR,WESTBURY,PAR,PAR,0,true,FW,3S12 CAPE PAR,0,C
25479001,2024-04-03,PENZANCE,PENZANCE,PENZANCE,PENZANCE,0,false,OU,PAD ECS WESTERN 03/04/2024,0,M
25397003,2024-04-03,PENZANCE T.& R.S.M.D.,PENZANCE,PENZANCE T.& R.S.M.D.,PENZANCE T.& R.S.M.D.,0,false,OU,PAD ECS WESTERN 03/04/2024,0,M
25397003,2024-04-03,PENZANCE,LAIRA T.& R.S.M.D.,PENZANCE,PENZANCE,0,false,VH,1C86 PASS COMM SCS,0,M
22185002,2024-04-03,PENZANCE T.& R.S.M.D.,PENZANCE,PENZANCE T.& R.S.M.D.,PENZANCE T.& R.S.M.D.,0,false,OU,PAD ECS WESTERN 03/04/2024,0,M
25474001,2024-04-03,PENZANCE T.& R.S.M.D.,PENZANCE,PENZANCE T.& R.S.M.D.,PENZANCE T.& R.S.M.D.,0,false,OU,PAD ECS WESTERN 03/04/2024,0,M
22185002,2024-04-03,PENZANCE,PENZANCE T.& R.S.M.D.,PENZANCE,PENZANCE,0,false,OU,PAD ECS WESTERN 03/04/2024,0,M
22185002,2024-04-03,PENZANCE,PENZANCE T.& R.S.M.D.,PENZANCE,PENZANCE,0,false,OU,PAD ECS WESTERN 03/04/2024,0,M
25474001,2024-04-04,PLYMOUTH,PENZANCE,CAMBORNE,CAMBORNE,4,false,RQ,2C11 UNBOOKED ASSIST CBN,0,M
25474001,2024-04-04,PLYMOUTH,PENZANCE,ST ERTH,ST ERTH,3,false,RQ,2C23 PASS ASSIST SER,0,M
25474001,2024-04-04,PLYMOUTH,PENZANCE,LISKEARD,PAR,5,false,ID,TRU PAR LC FLR,0,M
25474001,2024-04-04,PLYMOUTH,PENZANCE,ST ERTH,ST ERTH,2,false,ZY,TERMINAL DELAYS 04/04,0,A
25474001,2024-04-04,PLYMOUTH,PENZANCE,PAR,TRURO,4,false,OC,2T75 SIGNALLER PNWTHRJ,0,M
25476001,2024-04-04,LISKEARD,LOOE,LISKEARD,LISKEARD,57,true,TG,2L69 DRIVER LSK,0,C
